IR0_cam,IR1_cam,IR2_cam,IR3_cam,IR0_meas,IR1_meas,IR2_meas,IR3_meas
4.32,1.65,27.94,14.44,607,949,197,250
1.2,5.83,17.55,5.87,607,949,197,250
1.13,6.19,17.3,5.75,967,680,216,454
1.2,5.83,17.55,5.87,967,680,216,454
1.19,5.91,17.49,5.84,967,680,216,455
1.2,5.83,17.55,5.87,967,680,216,454
1.2,5.83,17.55,5.87,967,680,216,454
1.2,5.83,17.55,5.87,967,674.5,217,456
1.2,5.83,17.55,5.87,967,674,217,456
1.09,6.4,17.17,5.68,957,510,224,438
1.07,6.49,17.12,7.95,956,510,224,438
3.37,10.59,14.82,7.95,728,297,261,439
3.37,10.59,14.82,7.95,728,297,261,439
5.33,0.88,27.59,16.46,728,297,261,439
5.46,0.96,27.99,15.93,819,957,205,263
5.01,0.69,26.63,15.82,819,957,205,263
5.01,0.69,26.63,15.82,902,959,209.5,263
5.01,0.69,26.63,15.82,901,958,209,263
5.01,0.69,26.63,15.82,901,958.5,209,263
5.22,0.81,27.26,16.24,901,958,209,263
5.33,0.88,27.59,16.46,864,957,205,262
5.46,0.96,27.99,15.93,864.5,957.5,205,262
5.01,0.69,26.63,15.82,865,958,206,263
4.83,0.58,26.09,15.46,940,959,210,262
5.01,0.69,26.63,15.82,940,959,210,262
7.17,0.69,24.46,15.82,758.5,956,211,273.5
4.7,1.51,29.21,11.71,758,956,211,274
4.63,1.54,28.96,11.58,723,953,197,242
4.63,1.54,28.96,11.58,723,953,197,242
8.21,3.95,25.71,15.21,603,946,198,265
4.31,0.27,24.54,14.43,603,946,198,265
4.21,0.2,24.22,14.22,956,962,209,278
4.21,0.21,24.24,14.23,956,962,209,278
4.22,0.21,24.26,14.24,956,962,209,278
4.22,0.21,24.27,14.25,878,961,214,289
6.24,0.22,22.29,14.27,878,961,214,289
8.23,2.21,20.25,12.23,582,958,225,313
8.25,0.22,20.29,14.27,582,958,225,313
6.22,0.21,22.25,14.24,716,960,219,300
4.54,0.41,17.72,14.88,716,960,219,300
13.03,0.53,2.64,30.07,377,962,954,172
13.06,0.49,2.58,29.82,377,962,954,172
13.07,0.49,2.59,29.84,384,962,953,172
11.89,0.58,2.7,30.34,384,962,953,171
11.89,0.58,2.7,30.34,388,962,949,171
10.89,0.63,2.77,30.64,388,962,949.5,171
11.89,0.58,2.7,30.34,388,962,950,171
13.03,0.53,2.64,30.07,390,963,951,171
13.06,0.49,2.58,29.82,390,963,951,171
13.04,0.48,2.58,29.8,390,963,951.5,171
13.04,0.48,2.58,29.8,390,963,952,171
12.92,0.44,2.52,29.56,390,963,952,171
12.71,0.37,2.43,29.16,390,964,953,171
12.71,0.37,2.43,29.16,390,964,953,171
13.06,0.49,2.58,29.82,390,964,953,171
13.04,0.48,2.58,29.8,411,963,941,170
13.04,0.48,2.58,29.8,411,963,941,170
13.12,0.53,2.64,30.05,411,963,941,170
14.33,0.49,0.49,29.82,411,963,941,170
15,2.52,0.44,27.48,328,959,964,177
11.43,0.66,4.97,21.11,328,959,964,177
19.03,8.39,3.89,8.73,198,690,955,434
16.01,8.57,3.78,10.97,204,745.5,920,377.5
16.01,8.57,3.78,10.97,204,746,920,377
22.69,4.37,6.41,10.48,204,746,920,377
16.68,8.43,8.25,13.87,272,398,495,313
8.73,19.11,6.65,10.81,272,398,496,313
7.04,10.13,14.75,17.32,477,348,229,238.5
7.04,10.13,14.75,17.32,477,348,229,239
7.04,10.13,14.75,17.32,890,780,209,218
7.04,10.13,14.75,17.32,890,781,209,218
1.75,4.09,19.36,24.39,958,946,252,179
7.15,9.93,14.92,19.38,528,592,262,180
6.67,10.93,14.16,20.97,528,592,262,180
9.29,11.81,11.81,17.28,356,465,282,190
9.29,11.81,11.81,17.28,357,465,281,190
19.03,4.55,10.75,10.75,357,465,281,190
15.73,2.81,15.73,13.58,247,952,314,245
15.88,2.87,14.95,13.71,247,952,314,245
13.71,2.87,14.95,13.71,269,950,307,248
11.49,11.49,5.01,20.14,269,950,307,248
6.64,8.72,8.72,21.16,516,594,506,207
6.7,8.79,8.79,21.29,516,594,506,207
8.79,8.79,6.7,21.29,516,594,506,207
8.66,8.66,6.6,21.06,446,598.5,632,211
7.05,9.19,9.19,22.05,445,599,632,211
5.11,11.65,26.93,5.11,669,460,203,599
5.11,13.84,26.94,2.93,792,465,203,606.5
2.99,13.52,29.36,2.99,912,470,204,614
0.28,28.65,14.46,0.28,979,291,249,973
0.28,28.65,14.46,0.28,979,291,249,973
0.26,28.55,14.41,0.26,979,291,249,973
0.28,28.65,14.46,0.28,979,291,249,973
0.28,28.65,14.46,0.28,979,291,249,973
0.28,28.65,14.46,0.28,979,290,248.5,973
0.25,28.46,14.35,0.25,979,290,248,973
0.27,28.59,14.43,0.27,979,290,248,973
2.26,28.46,12.34,0.25,979,290,248,973
2.26,28.46,12.34,0.25,967,280,253,976
0.88,7.82,16.48,0.88,967,280,253,976
1.79,3.99,19.51,4.32,963,614,242,953
1.79,3.99,19.51,4.32,964,941,227,820
1.62,4.39,18.94,4.1,965,941.5,227.5,856
1.62,4.39,18.94,1.62,967,943,228,892
1.56,4.56,18.73,1.56,967,942,228,891
1.53,4.66,18.62,1.53,968,938,230,940
1.62,4.39,18.94,1.62,968,938,230,940
1.38,5.13,18.13,3.77,968,938,230,940
1.53,4.66,18.62,3.97,958,732,234.5,855
0.55,12.54,15.36,0.55,958,732,235,855
0.59,11.71,15.49,0.59,976,432,261.5,965
0.54,12.66,15.35,0.54,976,432,261,965
0.59,11.71,15.49,0.59,976,431.5,261,965
0.59,11.71,15.49,0.59,976,431,261,965
0.55,12.54,15.36,0.55,976,432,261,965
0.62,11.03,15.61,0.62,976,432,261,965
0.55,12.54,15.36,0.55,976,432,261,965
0.55,12.54,15.36,0.55,976,439.5,261,965
0.55,12.54,15.36,2.67,976,439,261,965
2.58,21.09,13.05,2.58,957,298,300,965
2.67,18.65,13.25,2.67,957,298,300,965
2.58,21.09,13.05,2.58,966,326,278,965.5
0.43,16.58,14.96,2.5,966,326,278,966
0.52,13.34,15.26,0.52,978,375,266,966
0.46,15.29,15.06,2.54,978,375,266,966
0.45,15.55,15.04,0.45,978,375,266,966
0.43,16.58,14.96,2.5,978,364,269,966
0.43,16.58,14.96,2.5,978,363,269,966
0.43,16.58,14.96,2.5,978,361,269,966
0.43,16.58,14.96,2.5,978,361,269,966
0.48,14.36,15.15,0.48,978,362,269,966
2.49,24.49,12.86,0.42,978,362,269,966
2.43,28.45,12.71,0.37,958,285,310,967
2.46,26.06,12.8,0.4,958,285,310,967
2.43,28.45,12.71,0.37,967,295,285,967
1.32,5.35,17.93,1.32,967,295,285,967
1.26,5.57,17.74,1.26,969,858,236,952
3.49,9.94,15.1,3.49,961,605,243,944
3.59,9.49,15.32,3.59,961,606,243,944
3.42,10.29,14.94,3.42,948,455,257,925
0.35,21.34,14.71,2.4,947,455,256,925
0.22,26.29,14.26,2.22,979,294,253,966
0.21,26.25,14.23,2.21,979,294,253,966
0.22,26.29,14.26,2.22,979,294,253,966
0.22,26.29,14.26,2.22,979,294,253,966
0.21,26.25,14.23,2.21,979,294,253,966
0.35,21.34,14.71,2.4,979,294,253,966
0.38,19.35,14.79,2.44,979,326,274,963.5
0.38,19.35,14.79,2.44,979,326,274,963
0.38,19.35,14.79,2.44,979,326,274,963
0.38,19.35,14.79,2.44,978,326,274,963
0.35,21.34,14.71,2.4,979,325,275,963.5
0.35,21.34,14.71,2.4,979,325,275,963
0.36,20.75,14.73,2.41,979,325,275,963.5
0.35,21.34,14.71,2.4,979,325,275,963.5
0.38,19.35,14.79,2.44,979,325,275,963.5
0.35,21.34,14.71,2.4,979,325,275,964
0.35,21.34,14.71,2.4,979,325.5,275,963.5
0.38,19.35,14.79,2.44,979,326,275,964
0.35,21.34,14.71,2.4,979,326,275,963
0.35,21.34,14.71,2.4,979,326,275,963
2.4,27.01,12.66,2.4,979,326,275,963
2.37,26.88,12.58,2.37,960,287,309,966
1.86,3.86,19.72,4.41,960,287,309,966
1.97,3.64,20.1,4.56,961,943,228,730
1.97,3.64,20.1,4.56,961,943,228,730
1.79,3.99,19.51,4.32,961,943,228,731
4.41,7.08,17.17,4.41,954,814,232,645
1.91,3.76,19.89,4.48,964,943,229,816
1.97,3.64,20.1,4.56,964,943,229,816
1.79,3.99,19.51,1.79,964,943,229,816
1.79,3.99,19.51,1.79,967,944,230,876
1.68,4.24,19.15,1.68,967,944,230,876
1.62,4.39,18.94,1.62,967,941,232,919
1.68,4.24,19.15,1.68,967,941,231,919
1.68,4.24,19.15,1.68,967,941,231,919
3.85,8.51,15.91,3.85,952.5,755.5,237.5,830.5
3.85,8.51,15.91,3.85,938,570.5,244,742
6.31,11.93,13.58,3.89,814,442,258,721
6.17,12.41,13.35,3.77,814,442,258,721
1.3,5.43,17.86,3.66,814,442,258,721
1.3,5.43,17.86,3.66,968,805,238,948
3.49,9.94,15.1,3.49,968,805,238,948
3.49,9.94,15.1,3.49,906,415,265,878
0.25,26.45,14.35,2.26,906,415,265,878
0.26,26.51,14.39,2.28,976,293,317.5,964
0.26,26.51,14.39,2.28,976,293,317,964
0.26,26.51,14.39,2.28,976,293,317,964
2.34,26.74,12.51,2.34,967,288,349,967
0.44,27.46,14.99,2.51,967,288,349,967
2.07,25.1,6.56,3.47,962,298,305.5,959
2.07,25.1,6.56,3.47,962,298,305,959
2.12,24.84,6.46,3.39,962,298,305,959
2.07,25.1,6.56,3.47,962,298,305,959
2.07,25.1,6.56,3.47,962,298,305,959
1.98,25.63,6.77,3.63,962,298,305,959
1.34,31.05,8.94,3.73,968,294,290,951
1.13,28.87,14.15,5.76,968,294,290,951
1.24,31.76,9.48,3.59,968,294,290,951
1.15,31.24,10.08,3.46,963,292,304,959
1.24,31.76,9.48,3.59,963,292,304,959
3.7,27.59,5.33,1.32,958,291,324,963
3.57,28.8,5.73,1.23,958,292,324,963
11.03,15.61,4.9,0.62,391.5,363,696.5,966
10.36,15.74,4.97,0.66,393,363,695.5,966
10.36,15.74,2.82,0.66,399,362.5,897.5,965
8.69,16.17,2.99,0.79,399,363,897,965
12.54,15.36,2.67,0.55,338,376,874,967
12.54,15.36,2.67,0.55,338,375,874,967
13.34,15.26,4.73,0.52,338,375,874,967
12.54,15.36,4.78,0.55,346,373,790,966
11.71,15.49,4.84,0.59,346,372.5,790,966
3.32,20.75,10.13,2.17,346,373,790,966
1.34,27.54,16.31,5.25,966,302,273,666
1.23,26.99,17.26,5.73,966,302,274,666
1.34,29.92,12.62,5.25,962,299,283,728
5.04,18.22,8.61,1.41,962,299,283,728
5.04,18.22,8.61,1.41,904,315.5,304,962
5.35,17.93,8.44,1.32,904,315.5,304,962
5.35,17.93,8.44,1.32,904,315.5,304,962
2.92,21.75,13.49,2.47,960,306,256,758
2.84,21.99,13.65,2.54,960,306,256,758
2.92,21.75,10.73,2.47,952.5,305,268.5,646
2.92,21.75,10.73,2.47,952,305,268,646
2.74,22.32,13.88,2.63,960,306,256,757
2.74,22.32,13.88,2.63,960,306,256,757
2.84,21.99,13.65,2.54,960,306,256,756
2.07,25.1,15.83,3.47,960,306,256,756
2.27,24.1,15.13,3.17,962,307,259,621
2.12,24.84,15.65,3.39,962,307,259,621
2.12,24.84,15.65,3.39,963,307,259,562
2.12,24.84,15.65,3.39,963,307,259,562
1.8,26.75,16.99,3.97,963,307,259,562
1.94,25.89,16.38,3.71,964,307,259.5,533
1.68,26.61,17.65,4.25,964,307,260,533
1.8,26.75,16.99,3.97,964,307,259,533
1.8,26.75,16.99,3.97,964,307,259,533
1.8,26.75,16.99,3.97,964,307,260,522
1.8,26.75,16.99,3.97,964,307,260,522
1.8,26.75,16.99,3.97,964,307,260,521
1.8,26.75,16.99,3.97,964,307,260,522
1.8,26.75,16.99,3.97,964,307,260,522
1.8,26.75,16.99,3.97,964,307,260,522
1.8,26.75,16.99,3.97,964,307,260,522
1.8,26.75,13.73,3.97,964,307,260,522
4.22,24.12,10.82,6.72,953,303,288.5,679.5
0.31,22.7,14.56,6.41,953,303,289,679
0.2,22.21,14.21,6.2,976,318,305,619
0.2,22.21,14.21,6.2,976,318,305,619
0.2,22.2,14.2,6.2,976,319,304,613
0.2,22.2,14.2,6.2,976,319,304,613
0.2,22.2,14.2,6.2,976,319,304,613
0.2,22.2,14.2,6.2,976,319,304.5,613.5
0.2,22.2,14.2,6.2,976,319,305,614
0.2,22.2,14.2,6.2,976,319,305,614
0.2,22.2,14.2,6.2,976,319,304,614
0.2,22.21,14.21,6.2,976,319.5,304,614
0.2,22.2,14.2,6.2,976,319,305,614
0.2,22.21,14.21,6.2,976,319,305,614
0.2,22.2,14.2,6.2,976,320,305,614
0.2,22.2,14.2,6.2,976,320,304.5,614
0.2,22.2,14.2,6.2,976,320,305,614
2.2,22.21,12.21,6.2,967,313,322,658.5
0.2,22.21,14.21,6.2,976,319,303,619
0.2,22.2,14.2,6.2,976,319,303,619
0.2,22.21,14.21,6.2,976,319,303,619
0.2,22.21,14.21,6.2,976,321,303,603
0.21,22.24,14.23,6.22,976,321,303,603
0.2,22.21,14.21,6.2,976,321,303,602
0.2,22.21,14.21,6.2,976,321,303,602
0.2,22.22,14.21,6.21,976,321,302.5,602
0.2,22.22,14.21,6.21,976,321,303,602
0.2,22.22,14.21,6.21,976,321,303,602
0.21,22.24,14.23,6.22,976,321,303,602
0.21,22.24,14.23,6.22,976,321,303,602
0.2,22.22,14.21,6.21,976,321,303,602
0.21,22.23,14.22,6.21,976,321,303,602
0.21,22.24,14.23,6.22,976,321,303,602
0.2,22.21,14.21,6.2,976,321,303,602
0.2,22.22,14.21,6.21,976,321,303,602
2.2,22.21,12.21,6.2,967,314,324,647
0.2,22.21,14.21,6.2,967,314,324,647
0.2,22.2,14.2,6.2,976,321,302,607
0.2,22.22,14.21,6.21,976,321,302,607
0.2,22.2,14.2,6.2,976,321,302,607
0.2,22.21,14.21,6.2,976,321,302,607
0.21,22.24,14.23,6.22,976,321,302,607
0.25,22.42,14.35,6.29,976,325,291,565
0.25,22.42,14.35,6.29,976,325,292,565
2.24,22.32,12.28,6.25,960,310,351,640
2.22,22.28,12.25,6.23,961,310,352,640
4.23,22.28,10.24,6.23,951,307,389,677
4.21,22.23,10.22,6.21,951,307,389,677
6.2,22.2,8.2,6.2,706,307,501,775
6.2,22.2,8.2,6.2,706,307,501,775
5.01,0.69,26.63,15.82,956,961,230.5,319
4.62,0.45,25.45,15.03,957,961,231,319
2.2,0.2,26.21,14.21,957,961,231,319
2.25,0.24,26.41,14.33,961,965,253,271
2.26,0.25,26.45,14.35,961,965,253,271
2.27,0.25,26.48,14.38,961,965,253,271
0.29,0.29,28.73,14.51,961,965,253,271
0.29,0.29,28.7,14.5,969,968.5,229.5,319
0.32,0.32,28.87,14.59,969,968,230,319
0.32,0.32,28.87,14.59,970,967,229,323.5
2.39,0.34,26.97,14.68,970,967,229,323
2.36,0.32,26.85,14.61,965,962,229,330
2.43,0.37,27.13,14.78,965,962,229,330
4.49,2.43,25.07,12.72,952,959,230,327
4.44,2.39,24.92,12.63,963,961,229,332
2.43,0.37,27.13,14.78,963,961,229,332
0.58,0.58,11.79,15.48,963,961,230,332
0.62,0.62,11.07,15.6,974,963,476,237
0.62,0.62,11.07,15.6,974,963,476,237.5
0.62,0.62,11.07,15.6,974,963,476,237
0.66,0.66,10.39,15.73,963,963,506,233
0.66,0.66,10.39,15.73,963,963,506,233
0.66,0.66,10.39,15.73,974,962.5,489,235
0.66,0.66,10.39,15.73,974,963,489,235
0.66,0.66,10.39,15.73,974,963,476,237
0.66,0.66,10.39,15.73,974,963,476,237
0.66,0.66,10.39,15.73,974,963,476,236.5
2.87,0.7,9.76,15.88,962,962,514,232
2.87,0.7,9.76,15.88,962,963,515,232
0.66,0.66,10.39,15.73,974,962,494,234
0.66,0.66,10.39,15.73,974,962,494,234
0.66,0.66,10.39,15.73,974,962,494,234
0.66,0.66,10.39,15.73,974,962,494,234
0.62,0.62,11.03,15.61,974,962,494,234
0.66,0.66,10.39,15.73,974,962.5,479,236
0.66,0.66,10.39,15.73,974,962,479,236
0.66,0.66,10.39,15.73,974,962,479,236
0.66,0.66,10.39,15.73,974,962,489,235
0.66,0.66,10.39,15.73,974,962,489,235
2.81,0.66,10.39,15.73,974,962,489,235
2.87,0.7,9.76,15.88,956,962,572,226
2.87,0.7,9.76,15.88,956,962,571,226
2.93,0.75,9.19,16.02,954,962,583,224
2.99,0.8,8.65,16.18,954,962,583,224
3.06,0.84,8.18,16.34,955,962,577.5,223
3.06,0.84,8.18,16.34,955,962,577,223
0.75,0.75,9.19,16.02,955,962,577,223
0.75,0.75,9.19,16.02,973,962,531,229
2.93,0.75,9.19,16.02,960,962,578,225
2.87,0.7,9.76,15.88,960,962,578,225
1.26,1.26,5.57,17.74,961,959,787,208
1.26,1.26,5.57,17.74,961,959,779,209
1.01,1.01,6.89,16.89,964.5,959.5,725.5,212
1,1,6.96,16.86,969,960,672,215
1.13,1.13,6.19,17.3,968.5,960,691,213.5
1.06,1.06,6.57,17.07,968,960,711,212
1.06,1.06,6.57,17.07,968,960,710,212
1.13,1.13,6.19,17.3,968,960,711,212
1.13,1.13,6.19,17.3,957,960,741,212
1.13,1.13,6.19,17.3,957,960,741,212
1.41,1.41,5.04,18.22,957,960,741,212
1.28,1.28,5.48,17.82,958,959,825,206
3.73,1.35,5.25,18.02,946,960,817,208
3.62,1.26,5.57,17.74,945,960,817,208
0.29,0.29,28.72,14.5,977,964,279,247
0.29,0.29,28.72,14.5,977,964,279,247
0.28,0.28,28.65,14.46,977,964,279,247
0.28,0.28,28.65,14.46,977,964,279,247
0.28,0.28,28.65,14.46,977,964,279,247
0.26,0.26,28.55,14.41,977,964,278,247
0.28,0.28,28.65,14.46,977,964,278,247
0.29,0.29,28.72,14.5,977,964,278,246
0.25,0.25,28.5,14.38,977,964,278,246
0.29,0.29,28.72,14.5,977,964,278,246.5
0.26,0.26,28.55,14.41,977,964.5,279,247
0.26,0.26,28.55,14.41,968,964,268,260
0.25,0.25,28.5,14.38,976,964,271,243
0.26,0.26,28.55,14.41,976,964,272,243
2.28,0.26,26.53,14.41,976,964,272,243
2.28,0.26,26.53,14.41,961,963,273,265
0.38,0.38,29.22,14.8,961,963,273,265
0.41,0.41,29.4,14.91,976,965,226,325
0.37,0.37,29.19,14.78,976,965,226,325
2.43,0.37,27.13,14.78,967,962,226.5,330.5
0.41,0.41,29.38,14.89,974,965,227,325
0.41,0.41,29.38,14.89,974,965,227,325
0.25,0.25,28.48,14.37,974,965,227,325
0.22,0.22,28.33,14.28,978,968,228,299
0.22,0.22,28.33,14.28,968,964,228,291
0.24,0.24,28.4,14.32,968,964,228,291
0.24,0.24,28.4,14.32,978,968,228,302.5
0.21,0.21,28.26,14.24,978,968,228,303
0.2,0.2,28.2,14.2,976,969,233,250
0.2,0.2,28.2,14.2,976,969,233,250
2.2,0.2,26.22,14.21,968,965,231,238
0.35,0.35,29.05,14.7,968,965,231,238
0.34,0.34,29.02,14.68,978,967,227,324
0.32,0.32,28.87,14.59,978,967,227,324
0.32,0.32,28.87,14.59,978,967,226,324
0.32,0.32,28.87,14.59,978,967,227,324
2.39,0.34,26.97,14.68,978,967,227,324
2.43,0.37,27.13,14.78,964,961,228,337
1.11,1.11,33.36,6.29,964,961,228,337
1.1,1.1,33.3,6.35,964,959,227,284
1.39,1.39,30.54,5.1,964,959,227,284
1.27,1.27,31.96,5.53,964,958,227,286
1.27,1.27,31.96,5.53,964,958,227,286
1.49,1.49,29.43,4.77,964,958,227,286
1.29,1.29,31.75,5.46,964,958,227,288
1.31,1.31,31.53,5.4,964,958,227,288
1.27,1.27,31.96,5.53,964,958,227,288
1.37,1.37,30.78,5.17,964,958,227,288
1.37,1.37,30.78,5.17,964,958,226.5,288
0.95,0.95,32.45,7.3,964,958,226,288
0.81,0.81,31.64,8.53,965.5,959.5,226,299.5
0.81,0.81,31.64,8.53,967,961,226,311
3.1,3.1,29.82,12.42,962,958,225.5,314
3.1,3.1,29.79,12.48,957,956,227,314
3.1,3.1,29.79,12.48,957,956,227,314
5.44,3.19,27.92,14.43,957,956,227,314
5.32,5.32,27.56,11.99,837,948,230,342
2.23,2.23,26.32,12.27,837,948,230,342
1.5,3.93,8.26,16.09,963,952,540,213
1.35,3.73,8.93,15.64,963,952,541,213
1.41,3.81,8.65,15.82,963,952,540,213
1.35,3.73,8.93,15.64,963,952,540,213
1.5,3.93,8.26,16.09,963,952,540.5,213
1.35,3.73,8.93,15.64,963,952,541,213
1.41,3.81,8.65,15.82,963.5,952,542.5,212
1.35,3.73,8.93,15.64,963,952,542,212
1.41,3.81,8.65,15.82,963,952,543,212
1.44,3.85,8.51,15.91,963,952,543,212
1.41,3.81,8.65,15.82,964,952,530,214
1.41,3.81,8.65,15.82,964,952,530,214
1.35,3.73,8.93,15.64,964,952,524.5,214
1.41,3.81,8.65,15.82,964,952,525,214
3.73,3.73,8.93,15.64,964,952,525,214
3.73,3.73,8.93,15.64,741,949,611,210
12,0.57,2.7,30.31,741,949,611,210
13.16,0.52,2.63,30.01,418,965,956,191
13.17,0.52,2.63,30.03,418,965,956,191
13.16,0.52,2.63,30.01,418,965,956,190.5
13.16,0.52,2.63,30.01,419,966,956,190
13.16,0.52,2.63,30.01,419,965,956,190
13.16,0.52,2.63,30.01,419,965,956,190.5
13.16,0.52,2.63,30.01,419,965,956,190
13.02,0.47,2.57,29.76,419,965,956,190
13.16,0.52,2.63,30.01,419,965,956,190
13.16,0.52,2.63,30.01,374,961,962,191.5
13.02,0.47,2.57,29.76,374,961,962,191
13.02,0.47,2.57,29.76,418,966,956,189
13.02,0.47,2.57,29.76,418,966,956,190
15.27,2.63,0.52,27.91,344,960,967,195
15.13,2.57,0.48,27.69,344,960,967,194
2.63,2.74,5.58,19.5,832,957,788,190
2.63,2.74,5.58,19.5,832,957,789,190
2.63,2.74,5.58,19.5,831.5,957,789,190
2.63,2.74,5.58,19.5,832,957,789,190
3.09,2.33,5.04,20.88,763,957.5,826.5,189
3.09,2.33,5.04,20.88,694,958,864,188
3.31,2.17,4.83,21.54,486,955,945,189
3.09,2.33,5.04,20.88,486,955,945,189
6.46,3.39,2.12,24.84,403.5,953,952.5,191
6.35,3.31,2.17,24.58,321,951,960,193
6.35,3.31,2.17,24.58,402.5,953,953,190
6.35,3.31,2.17,24.58,403,953,953,190
3.63,1.98,4.57,22.49,592,957,913.5,188
3.09,2.33,5.04,20.88,592,957,914,188
3.09,2.33,5.04,20.88,662,958,879,187
3.39,2.12,4.76,21.78,662,958,879,187
3.31,2.17,4.83,21.54,616,958,903,187
3.31,2.17,4.83,21.54,616,958,903,187
3.63,1.98,4.57,22.49,616,958,903,187
3.39,2.12,4.76,21.78,616,958,903,187
3.55,2.02,4.63,22.26,438,955,950,189
3.63,1.98,4.57,22.49,438,955,950,189
1.26,3.62,9.37,15.39,438,955,950,189
1.19,3.51,9.82,15.16,966,952,470,220
1.13,3.44,10.19,14.99,966,952,470,219
1.13,3.44,10.19,14.99,966,952,462,221
1.2,3.54,9.7,15.21,966,952,462,221
1.06,3.35,10.69,14.79,953,952,483,219
3.09,2.33,5.04,20.88,953,952,483,219
3.09,2.33,5.04,20.88,654,958,883,186
3.39,2.12,4.76,21.78,655,958,883,186
3.31,2.17,4.83,21.54,634,958,894,186
3.31,2.17,4.83,21.54,634,958,894,186
3.39,2.12,4.76,21.78,461,955,948,188
1.26,3.62,9.37,15.39,461,955,948,188
0.75,2.93,14.19,13.84,971,954,362,241
0.75,2.93,14.19,13.84,971,954,362,241
